,0
1366,132095.3139230326
1367,220805.65216371074
1368,221509.89553087388
1369,226275.1187242957
1370,171856.8553523205
1371,249055.8101598636
1372,311123.6290190924
1373,225942.37382148128
1374,225956.4916260178
1375,187755.32151140427
1376,160201.33769267873
1377,156660.73171839118
1378,178493.37100042787
1379,207393.05601187254
1380,202228.84661521114
1381,233675.2418359905
1382,150521.68428050773
1383,175477.76196312148
1384,126939.77907850976
1385,207097.66344804142
1386,219406.3096641353
1387,216559.66888565783
1388,195449.4810530832
1389,268827.57388840354
1390,209922.11763093376
1391,238583.76913775568
1392,234659.95896928624
1393,135050.75883822647
1394,202048.55379077335
1395,196443.62466260415
1396,187464.88512018608
1397,203506.74658592013
1398,103171.91025847403
1399,141920.7312237408
1400,126040.82959633654
1401,175506.17886002763
1402,127886.7008912402
1403,252304.1724124824
1404,143907.29084513462
1405,136874.88049379122
1406,107440.03376391254
1407,95133.50944072599
1408,99466.3549966779
1409,114290.8812981911
1410,81646.6055292502
1411,55634.11801508408
1412,95191.69156975456
1413,143742.2845297298
1414,123470.43428877612
1415,157666.93340217567
1416,153987.34920369307
1417,164290.68473372623
1418,142192.3622826863
1419,108641.78817110062
1420,144971.2138649093
1421,194627.44947379176
1422,206530.2150700463
1423,175731.77271707286
1424,183774.05498294934
1425,249697.63444913476
1426,105302.15177425316
1427,147374.96419949317
1428,58207.67770521667
1429,81977.45756796753
1430,144869.18093714703
1431,38390.270997066335
1432,64477.68808510649
1433,43973.76798417447
1434,362441.7813636748
1435,288694.4105114576
1436,219813.47122380993
1437,134147.79041050698
1438,200601.6603829228
1439,161241.9184220177
1440,210879.09795934008
1441,161577.12657548973
1442,325876.41785778693
1443,345739.30041655
1444,74442.84154541524
1445,191513.91806975566
1446,105256.22779265657
1447,126965.84150922211
1448,139731.21173209985
1449,73940.83280246975
1450,79374.04061478919
1451,151540.86946466597
1452,78509.33567390297
1453,77047.68329571813
1454,86816.28152675767
1455,81490.7769294524
1456,176763.91404076357
1457,121610.54954924031
1458,219174.15546004064
